oid,OBJEKT Inventarnummer,OBJEKT Sammlung,klassifikation,webtext,datierung,herstellung,herkunft,OBJEKT -> Inhalt,OBJEKT -> Masse,OBJEKT -> Material und Technik
-516731,LM-140776.1,Technologie und Brauchtum,Schreibmaschine,"Schreibmaschine. Erste und einzige Kugelkopfschreibmaschine von Hermes. Mit auswechselbarem Druckkopf (Kugel). Mit fixem Stromkabel. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,"Höhe 25.5 cm, Breite 55.5 cm, Tiefe 42 cm",Eisen. Kunststoff. Elektronische Elemente.
-516732,LM-140776.2,Technologie und Brauchtum,Hülle (Schreibmaschine),"Hülle (Schreibmaschine). Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. Kunststoff, durchsichtig, weich. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,,"Kunststoff, durchsichtig, weich."
-516733,LM-140776.3,Technologie und Brauchtum,Schreibmaschinenzubehör,"Schreibmaschinenzubehör. Set bestehend aus: Kartonschachtel; Plastiksockel; Pinsel/Bürste (Zweiteilig); kugelförmige Plastikdose für Schriftkugel mit Kugel 'CA10'; kugelförmige Plastikdose für Schriftkugel (leer); (Eine dritte Dose für Schriftkugel fehlt auf dem Sockel); Minigripsäcklein mit 3 Plastikplättchen. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 6,5 x 17,4 x 8,8 cm (Kartonschachtel). Schachtel: Karton. Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,"Kartonschachtel: Höhe 6.5 cm, Länge 17.4 cm, Breite 8.8 cm",Schachtel: Karton. Kunststoff.
-516734,LM-140776.4,Technologie und Brauchtum,Farbband (Schreibmaschine),"Farbband (Schreibmaschine). 6 neue Farbbänder, jeweils in einer Kartonschachtel, das Ganze in einer grösseren Kartonschachtel. Marke 'Interbusiness Ribbons', mit der Schreibmaschine Hermès 606 kompatibel. Datiert nach Quelle 1976. 16,1 x 16,5 x 7,9 cm (6er-Kartonschachtel). Schachtel: Karton. Farbband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"6er-Kartonschachtel: Höhe 16.1 cm, Breite 16.5 cm, Tiefe 7.9 cm;Einzelkkartonschachtel: Höhe 15.7 cm, Breite 7.5 cm, Tiefe 2.6 cm",Schachtel: Karton. Farbband: Kunststoff.
-516735,LM-140776.5,Technologie und Brauchtum,Farbband (Schreibmaschine),"Farbband (Schreibmaschine). Neues Farbband, in einer Kartonschachtel. Marke 'GRAPHIC-C SL', mit der Schreibmaschine Hermès 606 kompatibel. Datiert nach Quelle 1976. 3,1 x 15,9 x 7,6 cm (Einzelkkartonschachtel). Schachtel: Karton. Farbband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Einzelkkartonschachtel: Höhe 3.1 cm, Breite 15.9 cm, Tiefe 7.6 cm",Schachtel: Karton. Farbband: Kunststoff.
-516736,LM-140776.6,Technologie und Brauchtum,Farbband (Schreibmaschine),"Farbband (Schreibmaschine). Neues Farbband, in einer Kartonschachtel. Marke 'GRAPHIC-C SL', mit der Schreibmaschine Hermès 606 kompatibel. Datiert nach Quelle 1976. 3,1 x 15,9 x 7,6 cm (Einzelkkartonschachtel). Schachtel: Karton. Farbband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Einzelkkartonschachtel: Höhe 3.1 cm, Breite 15.9 cm, Tiefe 7.6 cm",Schachtel: Karton. Farbband: Kunststoff.
-516737,LM-140776.7,Technologie und Brauchtum,Farbband (Schreibmaschine),"Farbband (Schreibmaschine). Neues Farbband, in einer Kartonschachtel. Marke 'GRAPHIC-C SL', mit der Schreibmaschine Hermès 606 kompatibel. Datiert nach Quelle 1976. 3,1 x 15,9 x 7,6 cm (Einzelkkartonschachtel). Schachtel: Karton. Farbband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Einzelkkartonschachtel: Höhe 3.1 cm, Breite 15.9 cm, Tiefe 7.6 cm",Schachtel: Karton. Farbband: Kunststoff.
-516738,LM-140776.8,Technologie und Brauchtum,Korrekturband (Schreibmaschine),"Korrekturband (Schreibmaschine). 6 neue Farbbänder, in einer weissen Kartonschachtel. Ohne Markenbezeichnung, mit der Schreibmaschine Hermès 606 und weitere kompatibel. Datiert nach Quelle 1976. 9,9 x 10,1 x 2,4 cm (Kartonschachtel). Schachtel: Karton. Korrekturband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Kartonschachtel: Höhe 9.9 cm, Breite 10.1 cm, Tiefe 2.4 cm",Schachtel: Karton. Korrekturband: Kunststoff.
-516739,LM-140776.9,Technologie und Brauchtum,Korrekturband (Schreibmaschine),"Korrekturband (Schreibmaschine). 4 neue Farbbänder (2 fehlen in der 6er-Packung), in einer weissen Kartonschachtel. Ohne Markenbezeichnung, mit der Schreibmaschine Hermès 606 und weitere kompatibel. Datiert nach Quelle 1976. 9,9 x 10,1 x 2,4 cm (Kartonschachtel). Schachtel: Karton. Korrekturband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Kartonschachtel: Höhe 9.9 cm, Breite 10.1 cm, Tiefe 2.4 cm",Schachtel: Karton. Korrekturband: Kunststoff.
-516740,LM-140776.10,Technologie und Brauchtum,Korrekturband (Schreibmaschine),"Korrekturband (Schreibmaschine). 4 neue Farbbänder (1 fehlt in der 5er-Packung), in einer gelben Kartonschachtel. Ohne Markenbezeichnung, mit der Schreibmaschine Hermès 606 vermutlich nur teilweise kompatibel, deshalb die handschriftliche Inschrift auf der Schachtel 'Récupérer disque orange sur machine'. Datiert nach Quelle 1976. 2,5 x 26,5 x 5,5 cm (Kartonschachtel). Schachtel: Karton. Korrekturband: Kunststoff. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,,,,"Kartonschachtel: Höhe 2.5 cm, Breite 26.5 cm, Tiefe 5.5 cm",Schachtel: Karton. Korrekturband: Kunststoff.
-709664,LM-140776.11,Technologie und Brauchtum,Filzunterlage (Schreibmaschine),"Filzunterlage (Schreibmaschine). Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 1,2 x 39,5 x 36 cm. Filz. Antirutschunterlage: Kunststoff, geklebt. 
Ist Teil von:
Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,"Höhe 1.2 cm, Breite 39.5 cm, Tiefe 36 cm","Filz. Antirutschunterlage: Kunststoff, geklebt."
-709665,LM-140776.13,Technologie und Brauchtum,Bedienungsanleitung (Schreibmaschine),"Bedienungsanleitung (Schreibmaschine). Informationsblatt auf Französisch zur Schreibmaschine 'Hermes 808'. Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 29,5 x 21,5 cm. Papier, bedruckt. 
Ist Teil von:
Schreibmaschine. Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,"Höhe 29.5 cm, Breite 21.5 cm","Papier, bedruckt."
-714405,LM-140776.14,Technologie und Brauchtum,Bedienungsanleitung (Schreibmaschine),"Bedienungsanleitung (Schreibmaschine). Schriftproben der Schreibmaschine 'Hermes 808'. Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 29,5 x 21,5 cm. Papier, bedruckt. 
Ist Teil von:
Schreibmaschine. Erste und einzige Kugelkopfschreibmaschine von Hermes, mit div. Accessoires. Herstellung: Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). Datiert nach Quelle 1976. 25,5 x 55,5 x 42 cm. Eisen. Kunststoff. Elektronische Elemente. ",1976,Hermes / Paillard Schreibmaschinenfabrik (1814 - 1982). ,,,"Höhe 29.5 cm, Breite 21.5 cm","Papier, bedruckt."
-729032,LM-141097.1,Technologie und Brauchtum,Réchaud,"Réchaud. Zylindrischer Tank mit seitlichem Griff und gitterförmigem Aufsatz für die Pfanne. Oben am Tank Eingusstrichter und Loch für die Befüllung mit Brennsprit. Seitliche Klemme zum Herausdrehen der Dochthalterung. Nicht originales System zur Pfanne META-80. Herstellung: Meta S.A. Elektroapparate, Schweiz. Um 1940. Herkunft: Trimmis. 14,8 x 14,6 cm (Betriebsbereit). Eisen. 
Ist Teil von:
Réchaud. Kocher und Pfanne. Wurde von der Familie Valentin Hartmann in Trimmis um 1940 gebraucht. Herstellung: Meta S.A. Elektroapparate. Um 1940. ",1940,"Meta S.A. Elektroapparate, Schweiz. ",  ,,"Betriebsbereit: Höhe 14.8 cm, Breite 14.6 cm",Eisen.
-729033,LM-141097.2,Technologie und Brauchtum,Pfanne (Küche),"Pfanne (Küche). Typ Meta-80. Mit Deckel. Zwei Griffe aus gebogenem Draht zurückklappen, die sich bei Nichtgebrauch einklappen lassen und direkt an der Pfanne anliegen. Herstellung: Produzent Meta S.A. Elektroapparate. Um 1940. Herkunft: Trimmis. 9,1 cm. Ø 13 cm. Aluminium. 
Ist Teil von:
Réchaud. Kocher und Pfanne. Wurde von der Familie Valentin Hartmann in Trimmis um 1940 gebraucht. Herstellung: Meta S.A. Elektroapparate. Um 1940. ",1940,Produzent Meta S.A. Elektroapparate. ,  ,,"Höhe 9.1 cm, Durchmesser 13 cm",Aluminium.
434419,LM-141098,Technologie und Brauchtum,Waage,"Eierschalenfarbige Küchenwaage bis 10 kg. Anzeigegenauigkeit 50 Gramm. Ohne Waagschale. Wurde um 1950 im Kantonsspital Zürich benützt. Herstellung: Krups Haushaltgeräte, Deutschland. Um 1950. Herkunft: Zürich. 22,5 x 16,5 x 11 cm. Eisen. ",1950,"Krups Haushaltgeräte, Deutschland. ",  ,,"Höhe 22.5 cm, Breite 16.5 cm, Tiefe 11 cm.",Eisen.
434421,LM-141100,Technologie und Brauchtum,Pfanne (Küche),"Dreibein-Kupferpfanne. Zwei Ringe zur Handhabung. Wurde von der Familie Valentin Hartmann in Trimmis benützt. Um 1945. Herkunft: Trimmis. 11,2 cm. Ø 32 cm. Kupfer, verzinkt. ",1945,,  ,,"Höhe 11.2 cm, Durchmesser 32 cm.","Kupfer, verzinkt."
439657,LM-145360,Technologie und Brauchtum,Ofen,"Gasofen, Marke Le Rève. Herstellung: Elektrolux. 80,5 x 64 x 64 cm (Ofen). Ofen: Gusseisen. Ofen: Eisenblech, bemalt. Gasrohr: Eisen, verchromt. Griff: Email (opak). ",,Elektrolux. ,,,"Ofen: Höhe 80.5 cm, Breite 64 cm, Tiefe 64 cm.","Ofen: Gusseisen. Ofen: Eisenblech, bemalt. Gasrohr: Eisen, verchromt. Griff: Email (opak)."
-609024,LM-154895.1,Technologie und Brauchtum,Architekturmodell,"Modell des Sammlungszentrums des Nationalmuseums, Zustand ab 2007, realisiert vom Architekturbüro Stücheli in Zürich. 2013. Herkunft: Affoltern am Albis. Modell: Gips (Material). Kiste und Rahmen: Holz. 
Ist Teil von:
Modellplan. Modellplan. LM-154895.1-9. Modelle des Sammlungszentrums des Nationalmuseums im Zusammenhang mit der Erweiterung, sowie Schlussbericht des Projektwettbewerbs. Herkunft: Affoltern am Albis. Modell: Gips (Material). Kiste und Rahmen: Holz. ",2013,,  ,,,Modell: Gips (Material). Kiste und Rahmen: Holz.
453185,LM-154898,Technologie und Brauchtum,Kugelschreiber,"Weiss und Rot, mit Knorrlifigur am Clip. 2014. Herstellung: Graphiker Hans Tomamichel (1899 - 1984). Inhalt: Groteskenmotiv/Drolerie (Reklamefigur der Firma Knorr) KNORRLI. 14,5 x 1,7 x 1,8 cm. Ø 1,4 cm. Kunststoff. ",2014,Graphiker Hans Tomamichel (1899 - 1984). ,,Groteskenmotiv/Drolerie (Reklamefigur der Firma Knorr) KNORRLI. ,"Länge 14.5 cm, Breite 1.7 cm, Tiefe 1.8 cm, Durchmesser 1.4 cm.",Kunststoff.
-656059,LM-157781.1,Technologie und Brauchtum,Computer,"Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor. Betriebssystem Apple 8.1. Programme: MS-Word 5.1, Archicad (Für die Nutzung dieses Programms muss der Dongle LM-157781.4 eingesteckt sein). Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g. Kunststoff. Bildschirm: Glas. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Höhe 44.5 cm, Breite 38.4 cm, Tiefe 40.6 cm, Gewicht 21300 g",Kunststoff. Bildschirm: Glas.
-654233,LM-157781.2,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. AppleDesign ADB-Extended Keyboard mit fixem Kabel, schwarz. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Okt. 1997. 4 x 47 x 16,5 cm. Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 10.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Höhe 4 cm, Breite 47 cm, Tiefe 16.5 cm",Kunststoff.
-654236,LM-157781.3,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. ADB-Mouse II mit Kabel, schwarz. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,,Kunststoff.
-654238,LM-157781.4,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Dongle. Dieses Gerät wird als Zwischenstück zwischen dem Tastaturkabel und dem Computer eingesteckt. Es dient zur Sicherung, dass das Programm Archicad nur auf einem Computer installiert werden kann. Das Programm läuft nur, wenn der Dongle eingesteckt ist. Herstellung: Auftraggeber Apple Computer, Cupertino USA; Hersteller Rainbow Technologies, USA. April 1996 - Okt. 1997. 1,8 x 16,5 x 2,7 cm. Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 10.1997,"Auftraggeber Apple Computer, Cupertino USA; Hersteller Rainbow Technologies, USA",,,"Höhe 1.8 cm, Länge 16.5 cm, Breite 2.7 cm",Kunststoff.
-656293,LM-157781.5,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationsdiskette Mac OS8, mit Papierhülle. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. Ø 12 cm (CD). Hülle: Papier. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"CD: Durchmesser 12 cm;Hülle: Höhe 12.5 cm, Breite 12.5 cm",Hülle: Papier.
-656294,LM-157781.6,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationshandbuch Mac OS 8. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 19 x 22,8 cm. Papier, bedruckt. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Höhe 19 cm, Breite 22.8 cm","Papier, bedruckt."
-656316,LM-157781.7,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationsdiskette Macintosh Performa CD mit CD-Box. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 12,5 x 14 cm (Box). Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Box: Höhe 12.5 cm, Breite 14 cm;Durchmesser 12 cm",Kunststoff.
-656317,LM-157781.8,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationsdiskette Macintosh Performa CD mit CD-Box. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 12,5 x 14 cm (Box). Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Box: Höhe 12.5 cm, Breite 14 cm;Durchmesser 12 cm",Kunststoff.
-656303,LM-157781.9,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Macintosh Performa Benutzerhandbuch. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 23 x 19,3 cm. Papier, bedruckt. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"Höhe 23 cm, Breite 19.3 cm","Papier, bedruckt."
-656318,LM-157781.10,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationsdiskette Archi CAD Version  6.5 mit Kartonhülle. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. Ø 12 cm (CD). Hülle: Karton, bedruckt. Kunststoff. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"CD: Durchmesser 12 cm;Hülle: Höhe 12.5 cm, Breite 12.5 cm","Hülle: Karton, bedruckt. Kunststoff."
-656322,LM-157781.11,Technologie und Brauchtum,Computerzubehör,"Computerzubehör. Installationsdiskette Word 5.1 mit Papierhülle. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. Ø 12 cm (CD). Kunststoff. Hülle: Papier, bedruckt. 
Ist Teil von:
Computer. Apple Macintosh Performa 5400/180 Director`s Edition. Schwarzes All in one-Gehäuse mit 15' Farbmonitor, mit ADB-Maus, ADB-Tastatur, Stromkabel. Herstellung: Hersteller Apple Computer, Cupertino USA. April 1996 - Sept. 1997. 44,5 x 38,4 x 40,6 cm. 21300 g (Computer). Kunststoff. Glas. Elektronische Elemente. ",4.1996 - 9.1997,"Hersteller Apple Computer, Cupertino USA. ",,,"CD: Durchmesser 12 cm;Hülle: Höhe 12.5 cm, Breite 12.5 cm","Kunststoff. Hülle: Papier, bedruckt."
-680835,LM-161940.1,Technologie und Brauchtum,Becher,"Becher. Ovomaltine-Becher, klassische Form, Crèmefarbig, weiss senkrecht gestreift, mit nach oben verlaufender blauer Inschrift. Herstellung: Wander AG (von 1865), Bern; Ornapress AG (1949 - 1993), Schwerzenbach. 1965 - 2000. 11,4 cm. Ø 6,7 cm. Melamin (Duroplast), bedruckt. 
Ist Teil von:
Becher. Ovomaltine-Becher, klassische Form, Crèmefarbig, weiss senkrecht gestreift, mit nach oben verlaufender blauer Inschrift. Herstellung: Wander AG (von 1865), Bern; Ornapress AG (1949 - 1993), Schwerzenbach. 1965 - 2000. 11,4 cm. Ø 6,7 cm. Melamin (Duroplast), bedruckt. ",1965 - 2000  ,"Wander AG (von 1865), Bern; Ornapress AG (1949 - 1993), Schwerzenbach",,,"Höhe 11.4 cm, Durchmesser 6.7 cm","Melamin (Duroplast), bedruckt."
470758,LM-167610,Technologie und Brauchtum,Reisetruhe,"Mit gewölbtem Deckel. Am Koffer sind diverse Etiketten von Reisezielen geklebt. Inhalt: Reisen. Herstellung: Bernhard Müller, Hamburg. 1900 - 1950. 65,5 x 93 x 53 cm (mit Griffen). Holz. ",1900 - 1950  ,"Bernhard Müller, Hamburg. ",,Reisen. ,"Höhe 65.5 cm, Breite 93 cm, Tiefe 53 cm (mit Griffen).",Holz.
477243,LM-167886,Technologie und Brauchtum,Arztbesteck,"Arztbesteck. Kessel mit Henkel, Klappdeckel und abnehmbarer Manschette zur Sterilisierung oder sterilen Aufbewahrung von Gaze und Watte. Datiert nach Quelle 1940 - 1975. Herkunft: Jean-Philibert Exchaquet (1909 - 1982), Château-d'Oex. 26,5 cm. Ø 17,2 cm. Eisen. ",1940 - 1975  ,,Besitzer ,,"Höhe 26.5 cm, Durchmesser 17.2 cm.","Messing, verchromt."
477254,LM-167887,Technologie und Brauchtum,Wasserkocher,"Wasserkocher. Mit seitlichem Henkel und Deckel, ohne Kabel (fehlend). Datiert nach Quelle 1940 - 1975. Herkunft: Jean-Philibert Exchaquet (1909 - 1982), Château-d'Oex. 16 x 19,5 cm. Ø 13,5 cm. Wasserkocher: Eisen. Henkel: Kunststoff. ",1940 - 1975  ,,Besitzer ,,"Höhe 16 cm, Breite 19.5 cm, Durchmesser 13.5 cm.","Wasserkocher: Messing, verchromt. Henkel: Kunststoff."
477256,LM-167888,Technologie und Brauchtum,Wasserkocher,"Wasserkocher. Mit seitlichem Henkel und Deckel, ohne Kabel (fehlend). Datiert nach Quelle 1940 - 1975. Herkunft: Jean-Philibert Exchaquet (1909 - 1982), Château-d'Oex. 15 x 19 cm. Ø 13,8 cm. Wasserkocher: Eisen. Henkel: Kunststoff. ",1940 - 1975  ,,Besitzer ,,"Höhe 15 cm, Breite 19 cm, Durchmesser 13.8 cm.","Wasserkocher: Messing, verchromt. Henkel: Kunststoff."
477258,LM-167889,Technologie und Brauchtum,Untersatz (Geschirr),"Untersatz (Geschirr). Auf drei Füssen. Datiert nach Quelle 1940 - 1975. Herkunft: Jean-Philibert Exchaquet (1909 - 1982), Château-d'Oex. 6,6 cm. Ø 15,8 cm. Eisen. ",1940 - 1975  ,,Besitzer ,,"Höhe 6.6 cm, Durchmesser 15.8 cm.","Messing, verchromt."
